user_id,recipe_id,date,rating,review
4439,456694,2011-06-10,5,"thanks for posting this. it was on my pile to post and never got around to it. i made it the same day i saw it. we don't like thighs so i made it i made it with split breasts. really delicious and a true keeper. i have tons of mint growing outside my door, but did not use it, DH and i don't care for it. great recipe!!!!!"
4439,331486,2011-10-04,4,"DH loved this recipe. he is from the coal region of PA and Pierogis are everywhere. i love pierogis too, and this recipe was crazy easy and delicious. i used a mixture of all of the pierogis i had in the freezer and made these for a large group of guests. they also enjoyed the pierogis. i cooked the onions until they were well caramelized. great recipe."
4439,352673,2011-11-14,5,"easy to make, delicious to eat. i used the hot ro-tel and  i washed and drained the rice and also drained and rinsed the black beans, the only thing i did not use was the cheese, personal preference. this is the first recipe i made using my rice cooker. thanks for posting!!!"
4439,408950,2012-01-19,5,"this was very good. i scattered about 20 cloves of unpeeled garlic in the vegetable mix and also scattered about 1 cup of chopped pancetta, too. great recipe. forgot the 5 stars in the first review."
4439,348802,2012-02-04,5,"congratulations on Recipe of the Day. This soup is spot on and the only thing I can eat at Olive Garden (due to an oregano allergy).  If I closed my eyes I would swear I was at the restaurant. The soup is rich and creamy and luscious. I did add Heavy Cream just before serving and did not bring it anywhere near the boiling point. I also used frozen chopped spinach, thawed and squeezed dry and added it to the soup just at the low simmer point.  Thank you for posting!"
4439,423106,2012-07-01,5,"these were great, crispy skin and moist flavorful meat. i did not re-use the marinade for basting, i was afraid for health reasons, so i made extra for basting. a wonderful recipe great as an appetizer or even as a light main meal. made for Papa D cookathon."
4439,370885,2012-07-04,5,"now, I do not like beets, so I am reviewing it based on DH's comment, "" These beets are  !@#$%^&* awesome!"""
4439,347623,2012-08-22,4,"This was very delicious and very easy to make. I did not use the chicken bouillion, just added a splash of chicken broth when the mixture got a little too thick. Instead of cooking chicken I used a package of /trader Joe's Just Chicken white meat chicken 12 ounce package and low sodium cream of chicken and cream of mushroom soups. I also added a package of frozen green peas 1 hour before the meal was completed.."
4439,474258,2012-11-09,5,"DH and I love this recipe. We used to make it all the time when we lived in Florida with Baked Chicken and steamed green beans. I have actually made the recipe with Gnocchi and it was great with the Gnocchi, too."
4439,480070,2013-07-22,5,"We loved this recipe. I did not change a thing, made it as posted and served it with steamed jasmine rice and saut&eacute;ed baby boo chou. Turkey, Thai and Meatballs 3 of DH&#039;s favorite foods. Thanks Katew."
4439,286288,2013-07-23,5,"I cheated and used 2 14 ounce cans of Fire Roasted diced tomatoes, very well drained instead of the fresh and used whole grain pasta for me, steamed spaghetti squash for DH( post Bariatric Surgery). Really good meal for both of us. Edited 7/23/13"
4439,305413,2013-07-25,4,"I tossed my cubes of chicken breast in flour before I cooked it, the second time I made the recipe which helped thicken the sauce and added a handful of well drained capers to the pan with the sun-dried tomatoes which I thought then made it a 5 star recipe. Great with steamed green beans."
4439,379500,2013-07-27,4,"i agree with Papa Deuce.  I am from the Philadelphia area and have lived there most of my life. . Maybe it should be renamed to a Roast Beef Firecracker. This sandwich is something I have not even heard of in the Philadelphia area. That being said, it looks like a delicious sandwich and one that I would really enjoy eating. My pet peeve is that everyone is calling something a Philly and most of these thingst are not even vaguely Philly."
4439,373354,2013-08-03,5,I love  Rice and Beans! I put my scotch bonnet pepper in a tea ball so the flavor of the pepper infused through the recipe. The tea ball made it easy to remove the pepper and kept it &quot;safe&quot; and prevented it from falling apart. Great recipe and another to add to my portfolio of beans and rice recipes.
4439,325157,2013-09-01,5,"This is easy and so delicious. Great with all crackers, chips and veggies. We love this recipe. Ingrid, you beat me in posting the recipe. Thanks."
4439,339453,2013-12-26,5,"We made this for Thanksgiving and it was fantastic. Great crunchy flavorful skin and moist turkey, even the breast. DH who considers himself a Turkey expert agreed that this is better than his recipe. Great recipe"
4439,434863,2014-01-12,5,This was very good. I substituted  ground turkey breast for the beef and broccoli slaw for the cole slaw and did not use the Splenda. I also substituted the low sodium soy sauce with Briggs Liquid Aminos. Will be making this again. DH is on a low carb post Bariatric surgery diet.
4470,276999,2008-01-27,5,"Very easy scrambled egg recipe. Because it is easy doesn't mean it doesn't taste great.  I really enjoyed my Sunday Brunch. I served the eggs with peppers, mushroom potato stir fry.  Thanks for posting chefinmiddleschool"
4470,283032,2008-02-22,5,"5 stars I would award this recipe at least 7 stars if possible.  I cut the recipe back to 2 servings. I was generous with the sun dried tomato, left the garlic & shallot as stated in the whole recipe..  Great blend of flavors - The pine nuts and Asiago are the perfect compliment to comlpete this taste sensation - We loved it 5 stars"
4470,283058,2008-02-22,3,3 starsThis was a tasty breakfast but not all that different from any Ranchero recipe except for using Shallots and gouda cheese.
4470,298230,2008-06-01,5,"Easy tasty omelet. I cut it back to 2 eggs (one serving) I used bacon bits - however these bacon bits are made by my Dutch Butcher and they are real - no preservatives, no additives etc. Served with stir fry mushrooms Onions & peppers. Toast on the side.  Lovely Sunday brunch thanks Kate"
4470,306909,2008-06-26,5,"What a pleasure to review this delicious recipe. It is so easy and so tasty. I used thighs (skin on). I should have used a larger baking dish, The potatoes were packed in a bit tight so did not get very brown but the were very good anyway. The chicken was moist and loaded with flavor. I thought, when I looked at the recipe, that the bake time was really long but even with using just thighs I baked them for 1 hour 30 minutes. Thanks for this definitely do again recipe We loved it!"
4470,310757,2008-07-06,5,"Fabulous burger - loaded with flavor. I am sorry the photo doesn't do it justice!.  I couldn't find Chipotle with Adobo sauce so I used plain chipotle, had Adobo spice and added it to the plin chipotle..  Next time I will make guamole as well as the salas to go with it..  Excellent burger goes in with my favorites.  Thanks for posting chef # 363"
4470,293816,2008-07-19,5,Easy Tasty recipe.  What more can I ask?  I grilled it on an indoor grill and it came out perfecto!  I added 1/2 tsp Hot Paprika - Thats all and it was delicious   Thanks for a keeper
4470,317855,2008-08-22,5,"This is a special recipe- Very creative use of contest ingredients that has produced a different wonderful dessert pizza - Perfect for an after the theatre snack with a crisp cold bottle of Reisling. I have given the recipe 5 stars because what happened was not the fault of the recipe but my own.  When you bake the pizza have it  on the open rack, or in a perferated pizza pan, or on a pizza stone. I didn't,  I baked it on an aluminum pan - it did not get enough heat from the bottom resulting in a soft crust (even after 20 minutes). It was VERY difficult to cut and quite chewy.
The berry sauce is delicious and would be great on waffles . The meld of flavors from the mascarpone, Brie and fruit sauce is perfect.  I will make this again but bake it properly
Good luck in RSC12 - you have a winner!"
4470,317938,2008-08-23,4,I had this Frappuccino at a friend's home as dessert after a super dinner - it hit the spot. Looked gorgeous topped with whipped cream and a few fresh blueberries. It could have been a little thicker I suggest no milk or cut bac ka bit on the coffee.  However the coffee gives that lovely mellow flavor so I think perhaps the milk should go.  Hope you get lots of reviews cause this is a winner of a recipe
4470,287499,2008-08-29,5,It is easy & tasty.  The garlic & soy gives a just  right little perk to the spinach.  It took 5 minutes to prepare.
4470,310983,2008-09-07,5,Lovely easy recipe - I cut the recipe in half to serve one.  I used lite garden fresh cream cheese and I was amazed how 1 tbsp enhanced the flavor of the eggs -  Definitiely a do again recipe
4470,302806,2008-09-15,5,5 star all the way - A winner of a recipe.  Grilled on an indoor Griddler that made it come out perfect- moist and tasty.  I basted it about 5 times during the 10 minute cooking time.    Thanks for posting the recipe Pneuma
4470,278655,2008-09-29,5,"Easy to make delish soup.  I cut the recipe in half and I am sorry I did.  I used fresh tomatoes (3), no zucchini but added 3 leeks.  My cabbage was the chinese type.  Using fresh tomatoes there was a little less juice so will add some tomatoe juice when I heat the leftovers. ! full tsp of Cajun spice went into it  Mmmm Thanks Teresa for a tasty lunch"
4470,304207,2008-10-12,5,"Yippee  I Kaeeee  Ride em cowboy - Great burger - I made my own meat pattie so I added pepper & Worchestershire sauce - Used skim milk cheddar, added a slice of tomato, mushrooms and the onions were GREAT with the  A1 sauce.  Thanks for a lovely Saturday Night Burger Lainey!"
4470,291234,2008-10-22,5,Perfect timing for a perfect soft boiled egg.  Sorry I didn't use an egg cup and marmite is a taste you either love or No No -  I am a No No.   I have some on hand though because some friends LOVE it.  Thanks FT for posting the recipe
4470,323581,2008-11-01,5,This is one of my favorite comfort foods! I cut the recipe back to 5 oz of smoked sausage - no problem  .  I loved every bite
4470,330878,2008-11-03,4,4 star The recipe is very easy and tasty but I felt it needed just a bit more punch (That's me not everyone else). The instructions were clear except for saving some of the bacon drippings to brown the chicken. I loved the apple in the recipe and to add it near the end.. Good luck in the contest. I enjoyed my dinner
4470,336749,2008-11-20,4,"Wonderful flavor, great appearance. Good for a brunch buffet or as said a snack. Too many Ramen is my only complaint - I made the recipe twice and the second time I cut the ramen back to just under 1 pkg - perfect. They really pop up in the oven I know I will be making this recipe again Good luck in the contest!"
4470,336825,2009-01-04,5,This was really tasty - I have a small perc that just does about 1 1/2 cups - Made it in there and I ran it through twice to really get the flavor MMmm it is wonderful. I didn't add any cream or whipped topping but still enjoyed it. With a photo it looks so much better with whipped cream on top but I didn't do it that way sorry
4470,354049,2009-02-20,5,We loved the flavor - great recipe. I was going to take off a point or two because of the amount oil but then thought that would not be fair because others cook with oil. So I didn't deduct any however I made the recipe with only spraying the polenta pan with no oil and only gave just a light spray cooking the onions the resuslt was an absolutely delicious non oil dinner. Don't get me wrong I love deep fry/cooking with oil but am trying to stay away from it. The sauce on the chicken is fantastic. I found the polenta in a specialty Italian store and loved it - up until your recipe I did not like polenta. This is a winner of a recipe -Good luck in RSC13 5 star
4470,351415,2009-03-16,5,Wonderful recipe. Lovely & spicy. I didn't have dried redchilies so I used 1 tbsp of chilie flakes. Also I poured in the sauce on the chicken befor adding the peppers & onion as I wanted them to still be a bit crunchy -  Dinner was enjoyed. Thanks for posting this recipe Celticevergreen
4470,356754,2009-03-26,5,"5 star all the way I used Kashi High Fiber, blue berries, raspberries and no fat yogurt.  I have this nearly every morning and love it"
4470,357672,2009-03-29,5,"I loved baked ""Chips"" and these were excellent.  I used no oil. Just had the potatoes in cold water, dabbed with paper towel and then sprinkled on the creole seasoning. Excellent ThanksSarah_Jayne"
4470,306233,2009-04-21,5,"Perfect dinner omelet loaded with flavor.  I did not use the oil I used a light spry of ""No oil"" - this time the omelet stuck a bit but it did not harm the taste. Cut the recipe back to 2 eggs but was generous with the amount of  filling. Used frozen cubes of finely chopped cilantro. A do again omelet for sure"
4470,308948,2009-04-25,5,This is a very tasty recipe - I used a Hot Curry and it was wonderful. I made it with  cod and cut the recipe in half - A definite do again recipe thanks for posting WiGal
4470,302751,2009-05-28,5,"5 star all the way - Great tasting, attractive potato recipe.  I used little new white potatoes, no olive oil - just a spray of ""No Oil"" and they browned  beautifully  Thanks Jo for a keeper"
4470,378866,2009-07-14,4,"4 star. This salad was enjoyable and colorful. I have not had a lot of Oil dressing for the past few months so it may not be fair but I felt that the amount of oil to the other dressing ingredients was a bit too much. I thought the garlic added to the flavor. I mixed the dressing in early AM because I was using dried taragon and wanted it to blend - it was fine but I would recommend, as the recipe states, to use fresh. I didn't think that the beans added a great deal to the over all flavor of salad. The feta & walnuts were a nice addition. I definately enjoyed the salad and wish the chef luck in the competition."
4470,384256,2009-08-21,5,Very nice use of contest ingredients resulting in a crunchy tasty sald The cranberries & walnuts are a nice touch of color & flavor I used a Lemon (also known as an apple) cucumber they are very mild in the flavor. I may like to add some sweet onion to the salad. Good luck in the contest!
4470,298695,2009-09-26,5,"I made this once before and I can't believe that I didn't review it. Lovely taste. I didn't use any Hoisin, it is just not a favorite. Used the full amount of chilie flakes plus a smidge.  I added some broccoli florets as I was short of beans a definite do again recipe"
4470,320163,2009-11-24,5,Easy tasty recipe.  I cooked the thighs on a Griddler and theywere perfect - lovely & moist. I served them with recipe#399309 - great combination
4470,375749,2010-01-30,5,"What a treat this recipe is!  I used Roma tomatoes and cut them lengthwise, panko crumbs and a whole Jalapeno for 2 tomatoes. The tomatoes are so attractive and would look lovely on a buffet table -  The recipe can be used for Brunch, Lunch or Dinner.  I served them for dinner with garlic spinach and a pork steak.  Very nice colors on the plate"
4470,413692,2010-03-06,3,"Not sure if it was the brand of onion soup I used (Liptons) but it over powered any taste of the apricot. When I make this again I will use fresh onions and cut back on the sherry. After 3 hours in the crock pot my chicken was cooked perfectly so I turned it off and reheated just before dinner. The chicken was lovely & moist, fall off the bone tender. I definitely think that this recipe has excellent potential but for my taste buds needs some tweaking. I hope others give it glowing ratings Good luck in the contest"
4470,413640,2010-03-06,5,Great recipe. I used my baking stone. Don't be stingy with the lemon it really brings out the flavor of the beans. The nuts add great crunch to the recipe. Good luck in the contest - This is a winner 5 star
4470,288482,2010-03-18,5,"We loved this recipe. I don't micro wave so I boiled the fresh chopped kale until quite soft ( apprx. 15 minutes) let it cool, squeezed all the moisture out and the chopped it even finer. Used a can of sliced potatoes, cut them into coarse shreds and followed the recipe.  Served with a lovely stew"
4470,406737,2010-04-20,5,"Very easy tasty recipe.  I mixed the spices with the taters early in the day - left them in a plastic bag in the fridge.  I only used a ""No Oil"" spray and they were perfect   Will make these again & again. I cut the recipe to 1 medium sweet potato baked at 375 for 30 minutes flipping them once half way through the baking."
4470,396253,2010-04-20,5,"Very different intersting salad.  I made it to have as part of lunch.
This salad is meant to be with Japnese food and I recommend that it be served that way. I gave it 5 stars because I can envision it with the right food combination. Perhaps with lovely fried rice and prawns , tempura would be perfect.  I enjoyed it as a lunch side but not as much as I would if It had been with Japanese food. I love trying something new"
4470,409751,2010-04-25,5,I would give this more than 5 stars - Very tasty served as a side dish with herbed scrambled eggs.  Lovely Sunday Brunch.  I would enjoy this as a light supper on it's own..  I used ketjap manis. This recipe will be made over & over again
4470,307853,2010-05-02,5,"This was a juicy delicious burger - definite do again.  I used a regular bun and added lettuce, tomato & sweet onion with a few mushroom slices on top  Loved the burger"
4470,393106,2010-05-03,5,Mmmm good cukes - I didn't peel them or take out seeds cause it was a skinny little cuke - I was amazed how so little vinegar can give so much flavor. I only made 1/2 an English cuke so cut everything back but I did the vinegar dressing at a ratio of 3 tbsp vinegar(2 + 1). I love the added crazy salt & chili flakes.  If I were making the entire recipe I would put the cukes in a ziplock bag so I could keep turning them to get the vinegar evenly distributed on all the slices  Thanks andi for a winner
4470,424775,2010-05-31,5,What a treat ! Love spinach - love this recipe.  Garlic goes so well with spinach - I used 4 large cloves Mmmm Thanks Andi for another do again recipe.
4470,427469,2010-06-07,5,A very delicious recipe - I used Red Snapper.  Very easy to put together - I did it early in the day and then 15 minutes in the oven and there you are with a very tasty dinner
4470,427429,2010-06-20,5,"Like Rita I used fresh tyme. I didn't used any oil I just sprayed them with ""No Oil"" and they were lovely a definated do again recipe"
4470,377544,2010-07-11,4,I really enjoyed the burger with recipe#377604.  The burger was a bit dry and that may be because I used XXX ground sirloin - A definate do again burger
4470,377604,2010-07-11,5,Great flavor -perfect on a burger or a hot dog  Mmm so easy to mix too Will be using this recipe again Thanks Ro!
4470,305971,2010-07-22,5,"Love the appearance and flavor of these eggs.  I used mixed peppers, cut way back on the oil. When the peppers were all but done I fried my eggs.  The bright colors from the peppers and the feta really sell the recipe"
4470,307209,2010-07-24,5,Loved the recipe - What a difference a few caraway seeds make.  Cut way back on the butter. Served with Greek Eggs for a Sunday Brunch.  Will make again for sure
4470,341560,2010-08-22,5,Great easy appetizer -  I drained the mussels and squeezed a bit of lime juices over them.<br/> Use Lite garden vegetable cream cheese - Loved the end result   Served with a Martini
4470,391705,2010-09-01,5,I like a clear soup and this one is so healthy I added cauliflower and I didn't have any kale. I did add 1 tsp of penzel Hot Cajun spice.  Very enjoyable lunch thanks ellie
4470,423347,2010-09-06,5,This recipe is a real treat. I used frozene medium sized sea scallops. I prepared the scallops and skewered them in the early afternoon and let them sit in the fridge until dinner time then grilled them on my griddler only took 7 minutes.  We really enjoyed our dinner
4470,354035,2010-10-18,5,Lovely combination of spices however I found it was a bit too sweet for my tastebuds. Looks great with the chopped cilantro - I chopped mine very fine.<br/>17 Oct 2010Made again cut back on the honey didn't have cilantro. We really enjoyed the recipe
4470,402162,2010-10-24,5,Who would have thought that a bit of Mayo would make such a difference.  I used Diane's original BBQ sauce and Hellman's lite mayo.  The sauce was perfect with the oven fries -  A will do again thanks Sharon.
4470,294624,2010-11-07,5,Love this recipe Great combination of spices. I cut my wedges quite large and they cooked perfectly  Thanks for a do again recipe
4470,277465,2010-11-22,5,5 star recipe all the way - Lovely flavor that adds to the lamb not detract from it.  We love lamb and this will go into one of my favorite recipes to be made again.
4470,354058,2011-03-14,5,"Delicious, satisfying tasty recipe.  We enjoyed it very much - I used stir fry chicken and whole wheat tortillas.  Definitely a do again recipe"
4470,428116,2011-06-05,5,"Very  easy yet tasty scrambled eggs -  Made a lovely Sunday brunch along with fresh Tomatoes, Onion & Cucumber,  I cut the recipe in half and cut back on the cream cheese (lite)    5 June  Made again  enjoyed just as much Thanks"
4740,295986,2008-06-03,4,"Yummy.  It was a little dry, so I decided to add the salsa, which really added to the dish.  I used half regular cooked onion and half green onion.  Tomorrow  I will try topping it with some sour cream also as suggested."
4740,292098,2010-10-16,3,Good basic quick lemon pie.
4740,298927,2010-12-06,5,"I do this in an oven cooking bag with a little bit of onion added to the potatoes and carrots. Cuts down cooking time at 350 degrees for 1 1/2 hours or so until meat reaches 160 degrees. Full of flavor - easy to keep stuffing yourself with this. And yes, the house does smell great while it's cooking!"
4740,375307,2013-08-18,2,A little  bit too creamy. Needs more cheese.
5060,282901,2008-02-23,4,"4 stars, very nice quick weeknight supper. nice flavour , the asiago cheese is a nice finish. I think next time I make it I would double the spinach.  I did have to use canned mushrooms but it worked well and the dash of hot pepper flakes was just right. Good luck in the contest."
5060,283080,2008-02-23,3,"3 stars , these biscuits were very disapointing, I thought they would be special but they just ordinary biscuits, couldn't taste the cheese flavour, the only difference was that the cayenne pepper overpowered everything else. They were light and fluffy though. Sorry!!"
5060,283026,2008-02-23,5,"5 stars, wow , this was sooo flavourful!!Wonderful use of ingredients, especially the cayenne pepper, just the right amount, Definately not diet but not sorry at all that we tried it, delicious!
The timing was perfect on my paninni grill and did get gorgeous grill lines!! The combination of ingredients was perfect, they all complemented each other.  thanks for posting and good luck in the contest."
5060,292368,2008-06-09,4,"tastey rice pilaf, i made a couple of changes, I used olive oil and I used brown rice and chicken stock. Turned into a lovely asparagus side with brown rice, and I will make it again, the lemon juice was a nice touch.  Just made half a recipe for the two of us.  thanks for posting."
5060,316609,2008-08-02,5,"Loved you grandmother's meatloaf! My mom used oatmeal in her meatloaves and I always loved it.  It was a lovely flavour with a tiny bite, i used red pepper flakes because i had no chili powder and put chili sauce on top just before serving.  Easy to put together and small enough to be quick, just right for two for a meal and lunch sandwiches for tomorrow.  Thanks for posting I will be making it again."
5060,317938,2008-08-22,4,"very good but not exceptional, made it for a special dinner with a friend and all seemed to enjoy it.  I like the idea that it was low carb and relatively low sugar so i could enjoy it without too much guilt.  It was refreshing with good flavour, next time i may add more blueberries and less milk so it would be a little thicker, all in all a good refreshing, resonably light dessert.  Good luck in the contest."
5060,317855,2008-08-23,5,"What a great idea, we  enjoyed this very much, the topping was delicious.  there was a bit of a problem with the crust, it took longer than stated to melt the cheese which made the crust quite hard and chewey, but this could have been my oven.  It was cooked in my oven but made and put together by a friend for our dinner party as a surprise dessert.  The 5 stars are for the topping especially, just excellant!  Good Luck in the contest."
5060,301108,2008-09-27,4,"DH loved this loaf, peanut butter and banana sure do go well together.  This will be one i make again, but I did have one problem.
I checked it after 40 minutes and it was done, I am so glad I checked because it was already getting some burning on top.  i did use 350f degrees, so I can't imagine that it would ever take one hour to bake.  i don't think my oven is ""hot"" , have never had a problem with anything else.  In any case it is a lovely loaf, thanks for posting."
5060,330897,2008-11-03,5,"Well written recipe, easy to put together. I served it over brown rice, turned out delicious and I would make it again, thanks for posting. Rreally loved the touch of cranberries in it; next time I would add a few more, very pleasant addition to the other veggies. The only negative comment I have is that it would never feed 4 people but was just right for the two of us. (1 only chicken thigh per person!!! not likely!!) I am giving the 5 stars anyway because it was very flavourful with a great combination of veggies and we loved the thyme."
5060,322262,2009-03-22,5,"Excellant braised beef. Very simple and easy to put together, I did mine in the crockpot, 5 hours on high was the perfect time for mine. I added celery sticks to it because we like the carrot celery combo, and instead of the mushroom soup I used beef stock, also added some thyme, herbs de Province and black pepper. Lots of flavour, I would make it again, thanks for posting."
5060,284370,2009-05-22,4,very good but we found it could use a little more curry. we did enjoy it and will add more curry next time. I used broccoli and cauliflower for my veggies.  Nice easy and quick supper. Served it over brown rice and with a mixed green and tomato salad. Thanks for posting.
